NAME                    INSTALLED           FIXED-IN                VULNERABILITY     SEVERITY 
libsepol                2.9-2.el8           0:2.9-3.el8             CVE-2021-36086    Medium    
libsepol                2.9-2.el8           0:2.9-3.el8             CVE-2021-36085    Medium    
libsepol                2.9-2.el8           0:2.9-3.el8             CVE-2021-36084    Medium    
libsepol                2.9-2.el8           0:2.9-3.el8             CVE-2021-36087    Medium    
libsolv                 0.7.16-2.el8        0:0.7.19-1.el8          CVE-2021-3200     Low       
libsolv                 0.7.16-2.el8                                CVE-2021-44568    Low       
libsolv                 0.7.16-2.el8        0:0.7.16-3.el8_4        CVE-2021-33929    Medium    
libsolv                 0.7.16-2.el8        0:0.7.16-3.el8_4        CVE-2021-33930    Medium    
libsolv                 0.7.16-2.el8        0:0.7.16-3.el8_4        CVE-2021-33928    Medium    
libsolv                 0.7.16-2.el8        0:0.7.16-3.el8_4        CVE-2021-33938    Medium    
libstdc++               8.4.1-1.el8         (won't fix)             CVE-2019-14250    Low       
libstdc++               8.4.1-1.el8         0:8.5.0-3.el8           CVE-2018-20673    Medium    
libstdc++               8.4.1-1.el8         (won't fix)             CVE-2018-20657    Low       
libstdc++               8.4.1-1.el8         (won't fix)             CVE-2021-42694    Medium    
libstdc++               8.4.1-1.el8         0:8.5.0-4.el8_5         CVE-2021-42574    Medium    
libtasn1                4.13-3.el8          (won't fix)             CVE-2018-1000654  Low       
libxml2                 2.9.7-9.el8         0:2.9.7-9.el8_4.2       CVE-2021-3517     Medium    
libxml2                 2.9.7-9.el8         0:2.9.7-9.el8_4.2       CVE-2021-3516     Medium    
libxml2                 2.9.7-9.el8         0:2.9.7-9.el8_4.2       CVE-2021-3541     Medium    
libxml2                 2.9.7-9.el8         0:2.9.7-12.el8_5        CVE-2022-23308    Medium    
libxml2                 2.9.7-9.el8         0:2.9.7-9.el8_4.2       CVE-2021-3537     Medium    
libxml2                 2.9.7-9.el8         0:2.9.7-9.el8_4.2       CVE-2021-3518     Medium    
libzstd                 1.4.4-1.el8         (won't fix)             CVE-2021-24032    Low       
lua-libs                5.3.4-11.el8        0:5.3.4-12.el8          CVE-2020-24370    Low       
lz4-libs                1.8.3-2.el8         (won't fix)             CVE-2019-17543    Medium    
lz4-libs                1.8.3-2.el8         0:1.8.3-3.el8_4         CVE-2021-3520     Medium    
ncurses-base            6.1-7.20180224.el8  (won't fix)             CVE-2021-39537    Medium    
ncurses-base            6.1-7.20180224.el8  (won't fix)             CVE-2018-19211    Low       
ncurses-base            6.1-7.20180224.el8  (won't fix)             CVE-2018-19217    Low       
ncurses-base            6.1-7.20180224.el8  0:6.1-9.20180224.el8    CVE-2019-17594    Medium    
ncurses-base            6.1-7.20180224.el8  0:6.1-9.20180224.el8    CVE-2019-17595    Medium    
ncurses-libs            6.1-7.20180224.el8  (won't fix)             CVE-2018-19217    Low       
ncurses-libs            6.1-7.20180224.el8  (won't fix)             CVE-2021-39537    Medium    
ncurses-libs            6.1-7.20180224.el8  0:6.1-9.20180224.el8    CVE-2019-17595    Medium    
ncurses-libs            6.1-7.20180224.el8  (won't fix)             CVE-2018-19211    Low       
ncurses-libs            6.1-7.20180224.el8  0:6.1-9.20180224.el8    CVE-2019-17594    Medium    
nettle                  3.4.1-2.el8         0:3.4.1-7.el8           CVE-2021-20232    Medium    
nettle                  3.4.1-2.el8         0:3.4.1-7.el8           CVE-2021-3580     Medium    
nettle                  3.4.1-2.el8         0:3.4.1-7.el8           CVE-2021-20231    Medium    
nettle                  3.4.1-2.el8         0:3.4.1-4.el8_3         CVE-2021-20305    High      
openssl-libs            1:1.1.1g-15.el8_3   1:1.1.1k-4.el8          CVE-2021-23841    Medium    
openssl-libs            1:1.1.1g-15.el8_3   1:1.1.1k-6.el8_5        CVE-2022-0778     High      
openssl-libs            1:1.1.1g-15.el8_3   1:1.1.1k-5.el8_5        CVE-2021-3712     Medium    
openssl-libs            1:1.1.1g-15.el8_3   1:1.1.1k-4.el8          CVE-2021-23840    Medium    
pcre                    8.42-4.el8          0:8.42-6.el8            CVE-2019-20838    Low       
pcre                    8.42-4.el8          0:8.42-6.el8            CVE-2020-14155    Low       
platform-python         3.6.8-37.el8        0:3.6.8-39.el8_4        CVE-2021-3733     Medium    
platform-python         3.6.8-37.el8        0:3.6.8-41.el8          CVE-2021-3426     Medium    
platform-python         3.6.8-37.el8                                CVE-2021-4189     Medium    
platform-python         3.6.8-37.el8        (won't fix)             CVE-2019-9674     Low       
platform-python         3.6.8-37.el8                                CVE-2022-0391     Medium    
platform-python         3.6.8-37.el8                                CVE-2021-3737     Low       
procps-ng               3.3.15-6.el8        (won't fix)             CVE-2018-1121     Low       
python3-dnf             4.4.2-11.el8        0:4.7.0-4.el8           CVE-2021-3445     Medium    
python3-hawkey          0.55.0-7.el8        0:0.63.0-3.el8          CVE-2021-3445     Medium    
python3-libdnf          0.55.0-7.el8        0:0.63.0-3.el8          CVE-2021-3445     Medium    
python3-libs            3.6.8-37.el8                                CVE-2021-4189     Medium    
python3-libs            3.6.8-37.el8                                CVE-2022-0391     Medium    
python3-libs            3.6.8-37.el8        0:3.6.8-39.el8_4        CVE-2021-3733     Medium    
python3-libs            3.6.8-37.el8                                CVE-2021-3737     Low       
python3-libs            3.6.8-37.el8        0:3.6.8-41.el8          CVE-2021-3426     Medium    
python3-libs            3.6.8-37.el8        (won't fix)             CVE-2019-9674     Low       
python3-pip-wheel       9.0.3-19.el8        0:9.0.3-20.el8          CVE-2021-3572     Low       
python3-pip-wheel       9.0.3-19.el8        (won't fix)             CVE-2018-20225    Low       
python3-rpm             4.14.3-13.el8       0:4.14.3-19.el8         CVE-2021-20266    Low       
python3-rpm             4.14.3-13.el8       0:4.14.3-14.el8_4       CVE-2021-3421     Medium    
python3-rpm             4.14.3-13.el8                               CVE-2021-35939    Medium    
python3-rpm             4.14.3-13.el8                               CVE-2021-35937    Medium    
python3-rpm             4.14.3-13.el8       0:4.14.3-19.el8_5.2     CVE-2021-3521     Medium    
python3-rpm             4.14.3-13.el8                               CVE-2021-35938    Medium    
python3-rpm             4.14.3-13.el8       0:4.14.3-14.el8_4       CVE-2021-20271    Medium    
rpm                     4.14.3                                      CVE-2021-3421     Medium    
rpm                     4.14.3-13.el8       0:4.14.3-19.el8_5.2     CVE-2021-3521     Medium    
rpm                     4.14.3-13.el8       0:4.14.3-14.el8_4       CVE-2021-3421     Medium    
rpm                     4.14.3-13.el8                               CVE-2021-35938    Medium    
rpm                     4.14.3-13.el8                               CVE-2021-35937    Medium    
rpm                     4.14.3-13.el8       0:4.14.3-14.el8_4       CVE-2021-20271    Medium    
rpm                     4.14.3-13.el8       0:4.14.3-19.el8         CVE-2021-20266    Low       
rpm                     4.14.3-13.el8                               CVE-2021-35939    Medium    
rpm                     4.14.3                                      CVE-2021-20266    Medium    
rpm-build-libs          4.14.3-13.el8       0:4.14.3-19.el8         CVE-2021-20266    Low       
rpm-build-libs          4.14.3-13.el8       0:4.14.3-14.el8_4       CVE-2021-20271    Medium    
rpm-build-libs          4.14.3-13.el8                               CVE-2021-35937    Medium    
rpm-build-libs          4.14.3-13.el8                               CVE-2021-35938    Medium    
rpm-build-libs          4.14.3-13.el8       0:4.14.3-14.el8_4       CVE-2021-3421     Medium    
rpm-build-libs          4.14.3-13.el8       0:4.14.3-19.el8_5.2     CVE-2021-3521     Medium    
rpm-build-libs          4.14.3-13.el8                               CVE-2021-35939    Medium    
rpm-libs                4.14.3-13.el8       0:4.14.3-14.el8_4       CVE-2021-20271    Medium    
rpm-libs                4.14.3-13.el8                               CVE-2021-35938    Medium    
rpm-libs                4.14.3-13.el8       0:4.14.3-14.el8_4       CVE-2021-3421     Medium    
rpm-libs                4.14.3-13.el8                               CVE-2021-35937    Medium    
rpm-libs                4.14.3-13.el8       0:4.14.3-19.el8_5.2     CVE-2021-3521     Medium    
rpm-libs                4.14.3-13.el8       0:4.14.3-19.el8         CVE-2021-20266    Low       
rpm-libs                4.14.3-13.el8                               CVE-2021-35939    Medium    
sqlite-libs             3.26.0-13.el8       0:3.26.0-15.el8         CVE-2019-19603    Medium    
sqlite-libs             3.26.0-13.el8       0:3.26.0-15.el8         CVE-2019-13751    Medium    
sqlite-libs             3.26.0-13.el8       0:3.26.0-15.el8         CVE-2020-13435    Medium    
sqlite-libs             3.26.0-13.el8       0:3.26.0-15.el8         CVE-2019-5827     High      
sqlite-libs             3.26.0-13.el8       (won't fix)             CVE-2019-9936     Low       
sqlite-libs             3.26.0-13.el8       0:3.26.0-15.el8         CVE-2019-13750    Medium    
sqlite-libs             3.26.0-13.el8       (won't fix)             CVE-2019-19244    Low       
sqlite-libs             3.26.0-13.el8       (won't fix)             CVE-2019-9937     Low       
squashfs-tools          4.3-20.el8          (won't fix)             CVE-2021-41072    Medium    
squashfs-tools          4.3-20.el8                                  CVE-2021-40153    Medium    
systemd                 239-45.el8          0:239-45.el8_4.2        CVE-2021-33910    High      
systemd                 239-45.el8          (won't fix)             CVE-2021-3997     Medium    
systemd                 239-45.el8          (won't fix)             CVE-2018-20839    Medium    
systemd-libs            239-45.el8          0:239-45.el8_4.2        CVE-2021-33910    High      
systemd-libs            239-45.el8          (won't fix)             CVE-2018-20839    Medium    
systemd-libs            239-45.el8          (won't fix)             CVE-2021-3997     Medium    
systemd-pam             239-45.el8          (won't fix)             CVE-2021-3997     Medium    
systemd-pam             239-45.el8          (won't fix)             CVE-2018-20839    Medium    
systemd-pam             239-45.el8          0:239-45.el8_4.2        CVE-2021-33910    High      
systemd-udev            239-45.el8          (won't fix)             CVE-2021-3997     Medium    
systemd-udev            239-45.el8          0:239-45.el8_4.2        CVE-2021-33910    High      
systemd-udev            239-45.el8          (won't fix)             CVE-2018-20839    Medium    
tar                     2:1.30-5.el8        (won't fix)             CVE-2019-9923     Low       
tar                     2:1.30-5.el8        (won't fix)             CVE-2021-20193    Medium    
tar                     2:1.30-5.el8        (won't fix)             CVE-2005-2541     Medium    
vim-minimal             2:8.0.1763-15.el8   (won't fix)             CVE-2018-20786    Low       
vim-minimal             2:8.0.1763-15.el8   (won't fix)             CVE-2021-46059    Unknown   
vim-minimal             2:8.0.1763-15.el8   2:8.0.1763-16.el8_5.12  CVE-2022-0392     Medium    
vim-minimal             2:8.0.1763-15.el8   2:8.0.1763-16.el8_5.12  CVE-2022-0359     Medium    
vim-minimal             2:8.0.1763-15.el8   (won't fix)             CVE-2022-0351     Low       
vim-minimal             2:8.0.1763-15.el8   2:8.0.1763-16.el8_5.12  CVE-2022-0413     Medium    
vim-minimal             2:8.0.1763-15.el8   (won't fix)             CVE-2021-3927     Low       
vim-minimal             2:8.0.1763-15.el8   2:8.0.1763-16.el8_5.12  CVE-2022-0261     Medium    
vim-minimal             2:8.0.1763-15.el8   2:8.0.1763-16.el8_5.4   CVE-2021-4019     Medium    
vim-minimal             2:8.0.1763-15.el8   2:8.0.1763-16.el8_5.4   CVE-2021-4193     Medium    
vim-minimal             2:8.0.1763-15.el8   2:8.0.1763-16.el8_5.4   CVE-2021-3984     Medium    
vim-minimal             2:8.0.1763-15.el8   2:8.0.1763-16.el8       CVE-2021-3778     Medium    
vim-minimal             2:8.0.1763-15.el8   (won't fix)             CVE-2021-3974     Low       
vim-minimal             2:8.0.1763-15.el8   2:8.0.1763-16.el8       CVE-2021-3796     Medium    
vim-minimal             2:8.0.1763-15.el8   2:8.0.1763-16.el8_5.4   CVE-2021-4192     Medium    
vim-minimal             2:8.0.1763-15.el8   2:8.0.1763-16.el8_5.12  CVE-2022-0318     Medium    
vim-minimal             2:8.0.1763-15.el8   2:8.0.1763-16.el8_5.4   CVE-2021-3872     Medium    
vim-minimal             2:8.0.1763-15.el8   2:8.0.1763-16.el8_5.12  CVE-2022-0361     Medium    
vim-minimal             2:8.0.1763-15.el8   (won't fix)             CVE-2021-4166     Low       
yum                     4.4.2-11.el8        0:4.7.0-4.el8           CVE-2021-3445     Medium    
zlib                    1.2.11-17.el8                               CVE-2018-25032    Medium    
